sampleId,sampleKind,bucket,documentId,sectionId,canonicalId,lifecycleState,authorityClass,modality,requirementKind,testability,verificationMode,riskTags,claimText,exactSourceQuotes,curationAction,reviewVerdict,errorType,severity,reviewerNotes
R016,record,rejected,icao4444-extracted,arriving_aircraft_7_10,icao4444-extracted::arriving_aircraft_7_10::b69123447be6f6b8,rejected,background_support,note,definition,review_only,review_only,curated;curation_reject;judge_demoted;nested_conditions;non_accepted;support_only,See 7.6.3.1.2.2.,Note 3.— See 7.6.3.1.2.2.,reject,correct,,,Reviewed against source quote/window; no material record-level issue found.
R017,record,candidates,icao4444-extracted,arriving_aircraft_7_10,icao4444-extracted::arriving_aircraft_7_10::dcc6bc5c93d748ec,accepted,background_support,note,definition,review_only,review_only,curated;judge_demoted;nested_conditions;support_only,See Figure 7-2.,Note 1.— See Figure 7-2.,promote,correct,,,Reviewed against source quote/window; no material record-level issue found.
R018,record,rejected,icao4444-extracted,departing_aircraft_7_9,icao4444-extracted::departing_aircraft_7_9::2732dc9b2e895827,rejected,authoritative_requirement,should,rule,partially_executable,property_or_family_test,curated;curation_reject;executable_or_partial;judge_demoted;nested_conditions;non_accepted;quote_audit_fail;table_or_figure,Factors to be considered in relation to the departure sequence include aircraft subject to ATFM requirements.,"Factors which should be considered in relation to the departure sequence include, inter alia: f) aircraft subject to ATFM requirements.",reject,wrong_lifecycle,under_promoted_source_supported_quote_defect,medium,"The source supports the ATFM departure-sequence factor, but the malformed quote left this item rejected with no accepted replacement in the section sample."
R019,record,candidates,icao4444-extracted,departing_aircraft_7_9,icao4444-extracted::departing_aircraft_7_9::55c3a91070f9adbb,accepted,authoritative_requirement,shall,rule,partially_executable,property_or_family_test,challenger_overridden;executable_or_partial;judge_overridden;nested_conditions;table_or_figure,"For aircraft subject to ATFM requirements, it is the responsibility of the pilot and the operator to ensure that the aircraft is ready to taxi in time to meet any required departure time.","For aircraft subject to ATFM requirements, it is the responsibility of the pilot and the operator to ensure that the aircraft is ready to taxi in time to meet any required departure time",,minor_metadata_issue,authority_modality_overstated,medium,"The source fact is real, but it is a Note/responsibility statement rather than a shall-strength authoritative requirement."
R020,record,candidates,icao4444-extracted,departing_aircraft_7_9,icao4444-extracted::departing_aircraft_7_9::abacaff9ac399930,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,challenger_overridden;curated;executable_or_partial;judge_demoted;nested_conditions;table_or_figure,A departing aircraft will not normally be permitted to commence take-off until all preceding landing aircraft are clear of the runway-in-use.,or until all preceding landing aircraft are clear of the runway-in-use,promote,major_error,bad_quote_support,high,"Accepted claim inherits the normative parent text from 7.9.2, but exactSourceQuotes only contain the branch fragment beginning ""or until""."
R021,record,rejected,icao4444-extracted,readback_4_5_7_5,icao4444-extracted::readback_4_5_7_5::1cc502e99b33ace6,rejected,authoritative_requirement,shall,rule,sim_executable,deterministic_test,curated;curation_reject;executable_or_partial;judge_demoted;nested_conditions;non_accepted;parent_child,The flight crew shall read back to the air traffic controller safety-related parts of ATC clearances and instructions which are transmitted by voice.,The flight crew shall read back to the air traffic controller safety-related parts of ATC clearances and instructions which are transmitted by voice.,reject,correct,,,Reviewed against source quote/window; no material record-level issue found.
R022,record,candidates,icao4444-extracted,readback_4_5_7_5,icao4444-extracted::readback_4_5_7_5::80a171af98372544,accepted,background_support,note,definition,review_only,review_only,curated;judge_demoted;nested_conditions;parent_child;support_only,"The procedures and provisions relating to the exchange and acknowledgement of CPDLC messages are contained in Annex 10, Volume II and the PANS-ATM, Chapter 14.","Note.— The procedures and provisions relating to the exchange and acknowledgement of CPDLC messages are contained in Annex 10, Volume II and the PANS-ATM, Chapter 14.",promote,correct,,,Reviewed against source quote/window; no material record-level issue found.
R023,record,candidates,icao4444-extracted,reduced_runway_7_11,icao4444-extracted::reduced_runway_7_11::6b0262350c8ef4b3,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,challenger_overridden;executable_or_partial;nested_conditions,Minimum separation continues to exist between two departing aircraft immediately after take-off of the second aircraft when applying reduced runway separation minima.,minimum separation continues to exist between two departing aircraft immediately after take-off of the second aircraft;,,major_error,bad_quote_support,high,"Accepted claim inherits the reduced-runway-separation condition context, but exactSourceQuotes only contain the list-item fragment."
R024,record,candidates,icao4444-extracted,speed_control_4_6_1,icao4444-extracted::speed_control_4_6_1::1217a29793be2295,accepted,operational_guidance,note,advisory_note,review_only,review_only,curated;judge_demoted,Cancellation of any speed control instruction does not relieve the flight crew of compliance with speed limitations associated with airspace classifications as specified in Annex 11.,"Cancellation of any speed control instruction does not relieve the flight crew of compliance with speed limitations associated with airspace classifications as specified in Annex 11 — Air Traffic Services, Appendix 4.",promote_with_corrections,correct,,,Reviewed against source quote/window; no material record-level issue found.
R025,record,candidates,icao4444-extracted,speed_control_4_6_1,icao4444-extracted::speed_control_4_6_1::8357e703f52d70a6,accepted,background_support,note,performance_limitation_note,review_only,review_only,curated;judge_demoted;support_only,"When an aircraft is heavily loaded and at a high level, its ability to change speed may, in cases, be very limited.","When an aircraft is heavily loaded and at a high level, its ability to change speed may, in cases, be very limited.",promote_with_corrections,correct,,,Reviewed against source quote/window; no material record-level issue found.
R026,record,candidates,icao4444-extracted,speed_control_4_6_1,icao4444-extracted::speed_control_4_6_1::e9f810be22ca5add,accepted,background_support,note,cross_reference,review_only,review_only,curated;judge_demoted;support_only,"Provisions concerning longitudinal separation using the Mach number technique are contained in Chapter 5, Separation Methods and Minima.","Provisions concerning longitudinal separation using the Mach number technique are contained in Chapter 5, Separation Methods and Minima.",promote_with_corrections,correct,,,Reviewed against source quote/window; no material record-level issue found.
R027,record,rejected,icao4444-extracted,transfer_4_3_2_1,icao4444-extracted::transfer_4_3_2_1::2670284e94e0eeb0,rejected,authoritative_requirement,shall,rule,partially_executable,property_or_family_test,challenger_overridden;curated;curation_reject;executable_or_partial;nested_conditions;non_accepted;parent_child;quote_audit_fail,"Control of an arriving aircraft shall be transferred from the unit providing approach control service to the unit providing aerodrome control service when the aircraft is at a prescribed point or level, as specified in letters of agreement or ATS unit instructions.",Control of an arriving aircraft shall be transferred from the unit providing approach control service to the unit providing aerodrome control service when the aircraft: b) is at a prescribed point or level... as specified in letters of agreement or ATS unit instructions.,reject,correct,,,Reviewed against source quote/window; no material record-level issue found.
R028,record,candidates,icao4444-extracted,transfer_4_3_2_1,icao4444-extracted::transfer_4_3_2_1::6524e899c0a46912,accepted,authoritative_requirement,shall,workflow_constraint,partially_executable,property_or_family_test,curated;executable_or_partial;manual_split;nested_conditions;parent_child,"Control of a departing aircraft shall be transferred from the unit providing aerodrome control service to the unit providing approach control service under the VMC or IMC timing conditions listed in ICAO Doc 4444 section 4.3.2.1.3, as specified in letters of agreement or local instructions.","4.3.2.1.3 Departing aircraft. Control of a departing aircraft shall be transferred from the unit providing aerodrome
control service to the unit providing approach control service:
a)

when visual meteorological conditions prevail in the vicinity of the aerodrome:
1) prior to the time the aircraft leaves the vicinity of the aerodrome,
2) prior to the aircraft entering instrument meteorological conditions, or
3) when the aircraft is at a prescribed point or level,

as specified in letters of agreement or ATS unit instructions;
---
b) when instrument meteorological conditions prevail at the aerodrome:
1) immediately after the aircraft is airborne, or
2) when the aircraft is at a prescribed point or level,
as specified in letters of agreement or local instructions.",manual_split_accept,correct,,,Reviewed against source quote/window; no material record-level issue found.
R029,record,candidates,icao4444-extracted,transfer_4_3_2_1,icao4444-extracted::transfer_4_3_2_1::f0cb8347ee5a5ea9,accepted,background_support,note,operational_exception,review_only,review_only,curated;judge_demoted;nested_conditions;parent_child;support_only,"Control of certain flights may be transferred directly from an ACC to an aerodrome control tower and vice versa, by prior arrangement between the units concerned for the relevant part of approach control service to be provided by the ACC or the aerodrome control tower, as applicable.","Even though there is an approach control unit, control of certain flights may be transferred directly from an ACC to an aerodrome control tower and vice versa, by prior arrangement between the units concerned for the relevant part of approach control service to be provided by the ACC or the aerodrome control tower, as applicable.",promote_with_corrections,correct,,,Reviewed against source quote/window; no material record-level issue found.
R030,record,rejected,icao4444-extracted,wake_turbulence_5_8,icao4444-extracted::wake_turbulence_5_8::ad5ab8aad62283e3,rejected,authoritative_requirement,shall,rule,sim_executable,deterministic_test,curated;curation_reject;executable_or_partial;judge_demoted;non_accepted;quote_audit_fail;table_or_figure,A separation minimum of 2 minutes shall be applied between a LIGHT or MEDIUM aircraft and a HEAVY aircraft and between a LIGHT aircraft and a MEDIUM aircraft when operating on a runway with a displaced landing threshold when an arriving LIGHT or MEDIUM aircraft follows a HEAVY aircraft departure and an arriving LIGHT aircraft follows a MEDIUM aircraft departure if the projected flight paths are expected to cross.,A separation minimum of 2 minutes shall be applied between a LIGHT or MEDIUM aircraft and a HEAVY aircraft and between a LIGHT aircraft and a MEDIUM aircraft when operating on a runway with a displaced landing threshold when: an arriving LIGHT or MEDIUM aircraft follows a HEAVY aircraft departure and an arriving LIGHT aircraft follows a MEDIUM aircraft departure if the projected flight paths are expected to cross.,reject,wrong_lifecycle,under_promoted_source_supported_quote_defect,medium,"The wake-turbulence separation fact is source-supported; rejection is traceable to quote-shape failure, and no accepted replacement was observed in this sample."
R031,record,candidates,icao4444-extracted,wake_turbulence_5_8,icao4444-extracted::wake_turbulence_5_8::eb48ff5054e3f496,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,challenger_overridden;executable_or_partial;table_or_figure,A separation minimum of 3 minutes shall be applied to a LIGHT aircraft landing behind a HEAVY or MEDIUM aircraft.,LIGHT aircraft behind a HEAVY or MEDIUM aircraft — 3 minutes.,,major_error,bad_quote_support,high,"Accepted claim adds the separation-minimum obligation, but exactSourceQuotes only cite the table row ""LIGHT aircraft behind... - 3 minutes""."
R032,record,candidates,icao9432-extracted,communications_2_8_1_en,icao9432-extracted::communications_2_8_1_en::0a964f42b6100596,accepted,operational_guidance,shall,rule,review_only,review_only,challenger_overridden;curated;judge_demoted,"If there is doubt that a message has been correctly received, a repetition of the messages shall be requested either in full or in part.","If there is doubt that a message has been correctly received, a repetition of the messages shall be requested either in full or in part.",promote,correct,,,Reviewed against source quote/window; no material record-level issue found.
R033,record,candidates,icao9432-extracted,readback_2_8_3_en,icao9432-extracted::readback_2_8_3_en::ac9111d240cfd2c2,accepted,operational_guidance,should,best_practice,review_only,review_only,curated;judge_demoted,"Controllers should pass a clearance slowly and clearly, avoid passing clearances during complicated taxiing, and on no occasion should a clearance be passed when the pilot is engaged in line up or take-off manoeuvres.","Controllers should pass a clearance slowly and clearly
---
controllers should avoid passing a clearance to a pilot engaged in complicated taxiing manoeuvres
---
on no occasion should a clearance be passed when the pilot is engaged in line up or take-off manoeuvres.",promote,correct,,,Reviewed against source quote/window; no material record-level issue found.
R034,record,candidates,icao9432-extracted,taxi_4_4_en,icao9432-extracted::taxi_4_4_en::417f64324f7495bf,accepted,operational_guidance,none,best_practice,partially_executable,property_or_family_test,challenger_overridden;curated;dialogue_examples;executable_or_partial;judge_demoted,"For departing aircraft, the clearance limit will normally be the taxi-holding point of the runway in use.","For departing aircraft, the clearance limit will normally be the taxi-holding point of the runway in use",promote_with_corrections,correct,,,Reviewed against source quote/window; no material record-level issue found.
R035,record,candidates,icao9432-extracted,taxi_4_4_en,icao9432-extracted::taxi_4_4_en::eadf2541fcd51825,accepted,background_support,note,definition,review_only,review_only,curated;dialogue_examples;judge_demoted;support_only,The runway is considered vacated when the entire aircraft is beyond the relevant runway-holding position.,The runway is vacated when the entire aircraft is beyond the relevant runway-holding position,promote_with_corrections,correct,,,Reviewed against source quote/window; no material record-level issue found.
R036,record,candidates,safetysense22-extracted,readbacks,safetysense22-extracted::readbacks::127ec87d0fe63b0a,accepted,best_practice,must,rule,sim_executable,deterministic_test,executable_or_partial;local_or_best_practice;nested_conditions,Taxi/towing instructions must be read back in their entirety.,1. Taxi/towing instructions,,major_error,bad_quote_support,high,"Accepted claim derives ""must be read back in their entirety"" from the parent list heading, but exactSourceQuotes only cite the item label."
R037,record,rejected,safetysense22-extracted,readbacks,safetysense22-extracted::readbacks::9b6c62502e773767,rejected,best_practice,must,rule,partially_executable,property_or_family_test,curated;curation_reject;executable_or_partial;judge_demoted;local_or_best_practice;nested_conditions;non_accepted,The following items must be read back in their entirety if addressed to you in a transmission from an ATSU:,The following items must be read back in their entirety if addressed to you in a transmission from an ATSU:,reject,correct,,,Reviewed against source quote/window; no material record-level issue found.
R038,record,candidates,sera-923-2012-extracted,atc_service_8005,sera-923-2012-extracted::atc_service_8005::2f46ccb194a81cff,accepted,operational_guidance,may,rule,sim_executable,deterministic_test,curated;executable_or_partial;nested_conditions,"A flight may be cleared subject to maintaining own separation in respect of a specific portion of the flight below 3 050 m (10 000 ft) during climb or descent, during day in visual meteorological conditions, when requested by the pilot of an aircraft and agreed by the pilot of the other aircraft and if so prescribed by the competent authority for the cases listed under b) above in airspace Classes D and E.","except that, when requested by the pilot of an aircraft and agreed by the pilot of the other aircraft and if so prescribed by the competent authority for the cases listed under b) above in airspace Classes D and E, a flight may be cleared subject to maintaining own separation in respect of a specific portion of the flight below 3 050 m (10 000 ft) during climb or descent, during day in visual meteorological conditions.",promote_with_corrections,correct,,,Reviewed against source quote/window; no material record-level issue found.
R039,record,rejected,sera-923-2012-extracted,clearances_8015_a_d,sera-923-2012-extracted::clearances_8015_a_d::71094db33155f93d,rejected,authoritative_requirement,shall,rule,sim_executable,deterministic_test,challenger_overridden;curated;curation_reject;executable_or_partial;nested_conditions;non_accepted;quote_audit_fail,"An air traffic control clearance shall indicate any necessary instructions or information on other matters such as approach or departure manoeuvres, communications and the time of expiry of the clearance.","An air traffic control clearance shall indicate:
---
(5) any necessary instructions or information on other matters such as approach or departure manoeuvres, communications and the time of expiry of the clearance.",reject,wrong_lifecycle,under_promoted_source_supported_quote_defect,medium,The SERA clearance-content item is source-supported; rejection appears caused by soft-hyphen/line-break quote identity rather than a substantive defect.
R040,record,candidates,sera-923-2012-extracted,clearances_8015_a_d,sera-923-2012-extracted::clearances_8015_a_d::886221665bbeb27f,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,challenger_overridden;executable_or_partial;nested_conditions,An air traffic control clearance shall indicate the clearance limit.,"An air traffic control clearance shall indicate:
---
(2) clearance limit;",,correct,,,Reviewed against source quote/window; no material record-level issue found.
R041,record,candidates,sera-923-2012-extracted,readback_8015_e,sera-923-2012-extracted::readback_8015_e::913a7181c8e8bdd9,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,challenger_overridden;executable_or_partial;nested_conditions,ATC route clearances shall always be read back.,(i) ATC route clearances;,,major_error,bad_quote_support,high,"Accepted claim derives ""shall always be read back"" from the parent SERA.8015(e) clause, but exactSourceQuotes only cite the list item."
R042,record,candidates,sera-923-2012-extracted,separation_minima_8010,sera-923-2012-extracted::separation_minima_8010::e254c674f789e45e,accepted,authoritative_requirement,shall,rule,deterministic_test,deterministic_test,curated;judge_demoted,Details of the selected separation minima and of their areas of application shall be notified to the air traffic services units concerned.,"(c) Details of the selected separation minima and of their areas of application shall be notified:
---
(1) to the air traffic services units concerned; and",promote,correct,,,Reviewed against source quote/window; no material record-level issue found.
R043,record,rejected,slovenia-vfr-extracted,readback,slovenia-vfr-extracted::readback::2397c3fc7f51c903,rejected,best_practice,note,definition,review_only,review_only,challenger_overridden;curated;curation_reject;judge_demoted;local_or_best_practice;nested_conditions;non_accepted;quote_audit_fail;support_only,'WILCO' means 'I understand your message and will comply with it'.,'WILCO' means 'I understand your message and will comply with it'.,reject,wrong_lifecycle,under_promoted_source_supported_quote_defect,low,"The WILCO definition is source-supported background; rejection appears caused by quote-mark normalization, leaving the definition absent from accepted records."
R044,record,rejected,slovenia-vfr-extracted,readback,slovenia-vfr-extracted::readback::34951c851cc73e37,rejected,best_practice,should,phraseology_rule,partially_executable,property_or_family_test,curated;curation_reject;executable_or_partial;local_or_best_practice;nested_conditions;non_accepted;quote_audit_fail,"If a transmission contains information that does not need to be read back, the pilot should acknowledge it by transmitting his call sign or by transmitting his call sign preceded by the word 'ROGER'.","If a transmission contains information that does not need to be read back, the pilot should acknowledge it by transmitting his call sign or by transmitting his call sign preceded by the word 'ROGER'.",reject,wrong_lifecycle,under_promoted_source_supported_quote_defect,medium,The acknowledgement-by-callsign/ROGER guidance is source-supported; rejection appears caused by quote-mark normalization.
R045,record,candidates,slovenia-vfr-extracted,readback,slovenia-vfr-extracted::readback::a55009e7044c1c4b,accepted,best_practice,should,best_practice,partially_executable,property_or_family_test,curated;executable_or_partial;judge_demoted;local_or_best_practice;nested_conditions,It is normally best to read back the items in the order given.,It is normally best to read back the items in the order given.,promote,correct,,,Reviewed against source quote/window; no material record-level issue found.
R046,record,candidates,slovenia-vfr-extracted,readback,slovenia-vfr-extracted::readback::a6eb85ecaac0bd8b,accepted,best_practice,shall,best_practice,review_only,review_only,challenger_overridden;curated;judge_demoted;local_or_best_practice;nested_conditions,Transmissions shall be conducted concisely in a normal conversational tone.,Transmissions shall be conducted concisely in a normal conversational tone.,promote,correct,,,Reviewed against source quote/window; no material record-level issue found.
R047,record,candidates,slovenia-vfr-extracted,readback,slovenia-vfr-extracted::readback::f586b025372a3411,accepted,best_practice,should,phraseology_rule,partially_executable,property_or_family_test,executable_or_partial;local_or_best_practice;nested_conditions,The standard phrase 'WILCO' should not be used instead of a full read back of the items from the previous paragraph.,This standard phrase should not be used instead of a full read back of the items from the previous paragraph.,,major_error,bad_quote_support,high,"Accepted claim identifies WILCO, but exactSourceQuotes only cite 'This standard phrase...' and omit the preceding WILCO definition it depends on."
R048,record,rejected,slovenia-vfr-extracted,readback,slovenia-vfr-extracted::readback::fd9994dd1fc98ea3,rejected,best_practice,should,best_practice,partially_executable,property_or_family_test,challenger_overridden;curated;curation_reject;executable_or_partial;judge_demoted;local_or_best_practice;nested_conditions;non_accepted;quote_audit_fail,"If the departure instructions are transmitted together with a take-off clearance, it is more appropriate to read back the take-off clearance first, followed by the departure instructions.","If the departure instructions are transmitted together with a take-off clearance, it is more appropriate to read back the take-off clearance first, followed by the departure instructions.",reject,wrong_lifecycle,under_promoted_source_supported_quote_defect,medium,The take-off-clearance-first exception is source-supported; rejection appears caused by ASCII/non-ASCII hyphen mismatch.
