documentStem,documentId,sectionId,familyId,startLine,endLine,authorityCeiling,acceptedRecords,pendingRecords,rejectedRecords,state,notes
cap413,cap413-extracted,ch4_4_45_to_4_49,cap413_ch4_4_45_to_4_49_family,8980,9111,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.45-4.49: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_50_to_4_60,cap413_ch4_4_50_to_4_60_family,9112,9293,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.50-4.60: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_61_to_4_69,cap413_ch4_4_61_to_4_69_family,9294,9443,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.61-4.69: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_70_to_4_83,cap413_ch4_4_70_to_4_83_family,9444,9604,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.70-4.83: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_84_part1a_traffic,cap413_ch4_4_84_part1a_traffic_family,9605,9639,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.84 part 1a: split source window covering the §4.84 introductory rule and Traffic information phraseology. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_84_part1b_meteorological,cap413_ch4_4_84_part1b_meteorological_family,9640,9677,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.84 part 1b: split source window covering Meteorological conditions phraseology. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_84_part1c_reports_aerodrome,cap413_ch4_4_84_part1c_reports_aerodrome_family,9678,9733,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.84 part 1c: split source window covering Additional reports, Aerodrome information, Operational status of aids, and Identification of aircraft phraseology. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_84_part2,cap413_ch4_4_84_part2_family,9734,9895,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.84 part 2: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_84_part3,cap413_ch4_4_84_part3_family,9896,10089,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.84 part 3: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_85,cap413_ch4_4_85_family,10090,10225,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.85: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_86_to_4_93,cap413_ch4_4_86_to_4_93_family,10226,10350,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.86-4.93: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_94_to_4_107,cap413_ch4_4_94_to_4_107_family,10351,10494,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.94-4.107: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_108_to_4_118,cap413_ch4_4_108_to_4_118_family,10495,10677,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.108-4.118: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_119_to_4_128,cap413_ch4_4_119_to_4_128_family,10678,10864,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.119-4.128: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_129_to_4_135,cap413_ch4_4_129_to_4_135_family,10865,11025,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.129-4.135: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_136_to_4_143,cap413_ch4_4_136_to_4_143_family,11026,11143,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.136-4.143: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_144_to_4_152,cap413_ch4_4_144_to_4_152_family,11144,11283,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.144-4.152: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_153,cap413_ch4_4_153_family,11284,11472,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.153: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_154_to_4_156_part1,cap413_ch4_4_154_to_4_156_part1_family,11473,11571,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.154-4.156 part 1: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_154_to_4_156_part2,cap413_ch4_4_154_to_4_156_part2_family,11572,11708,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.154-4.156 part 2: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_157_to_4_173,cap413_ch4_4_157_to_4_173_family,11709,11857,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.157-4.173: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_174_to_4_183,cap413_ch4_4_174_to_4_183_family,11858,12027,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.174-4.183: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_184_to_4_190,cap413_ch4_4_184_to_4_190_family,12028,12166,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.184-4.190: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,ch4_4_191_to_4_199,cap413_ch4_4_191_to_4_199_family,12167,12280,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 4 §4.191-4.199: heading-aligned source window. Extract only source-supported rules, advisory guidance, and phraseology examples; do not infer topic labels from the manifest ID."
cap413,cap413-extracted,emergency_general_service_8_1_to_8_12,cap413_emergency_phraseology_family,16255,16429,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 8 §§8.1-8.12: distress/urgency states, emergency-service use, emergency frequency, SSR code, acknowledgement, and message-minimisation rules."
cap413,cap413-extracted,emergency_message_specials_8_13_to_8_20,cap413_emergency_phraseology_family,16430,16597,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 8 §§8.13-8.20: emergency-message content, MAYDAY/PAN examples, PAN PAN MEDICAL, ejection, ballistic recovery, speechless/SSR response, and difficulty calls."
cap413,cap413-extracted,emergency_practice_relay_silence_fuel_8_21_to_8_34,cap413_emergency_phraseology_family,16598,16841,operational_guidance,0,0,0,ready_to_ingest,"CAP 413 Chapter 8 §§8.21-8.34: practice emergencies, training fixes, relayed emergency messages, imposition of silence, emergency descent, fuel shortage, and termination of distress communications."
h01,h01-extracted,establishment_rtf_intro_3_3_to_3_3_1,h01_rtf_communications_family,3494,3688,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §3.3 through §3.3.1 establishment of radiotelephony communications. Bilingual layout; extract English-side content only.
h01,h01-extracted,establishment_rtf_ifr_initial_calls_3_3_1_1,h01_rtf_communications_family,3689,3779,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §3.3.1.1 IFR initial calls. Bilingual layout; extract English-side content only.
h01,h01-extracted,establishment_rtf_vfr_initial_calls_3_3_1_2,h01_rtf_communications_family,3780,3915,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §3.3.1.2 VFR initial and subsequent ATS frequency calls. Bilingual layout; extract English-side content only.
h01,h01-extracted,transfer_vhf_communications_3_10,h01_transfer_communications_family,4631,4746,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §3.10 Transfer of VHF communications. Bilingual layout; extract English-side operational guidance and phraseology only.
h01,h01-extracted,distress_urgency_general_4_1_1,h01_contingency_communications_family,4827,4931,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §4.1.1 general distress and urgency communication procedures. Bilingual layout; extract English-side content only.
h01,h01-extracted,distress_aircraft_action_4_1_2_1,h01_contingency_communications_family,4932,5055,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §4.1.2.1 aircraft action in distress. Bilingual layout; extract English-side content only.
h01,h01-extracted,distress_ats_action_4_1_2_2,h01_contingency_communications_family,5056,5160,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §4.1.2.2 ATS-unit action for distress communications. Bilingual layout; extract English-side content only.
h01,h01-extracted,distress_silence_termination_4_1_2_3_to_4_1_2_5,h01_contingency_communications_family,5161,5307,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§4.1.2.3-4.1.2.5 distress silence, other ATS/aircraft action, and termination. Bilingual layout; extract English-side content only."
h01,h01-extracted,urgency_aircraft_action_4_1_3_1,h01_contingency_communications_family,5308,5407,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §4.1.3.1 urgency aircraft action. Bilingual layout; extract English-side content only.
h01,h01-extracted,urgency_ats_action_4_1_3_2,h01_contingency_communications_family,5408,5486,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §4.1.3.2 ATS action for urgency communications. Bilingual layout; extract English-side content only.
h01,h01-extracted,urgency_other_medical_emergency_frequency_4_1_3_3_to_4_1_4,h01_contingency_communications_family,5487,5673,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§4.1.3.3-4.1.4 urgency action by others, medical transport, and emergency frequency use. Bilingual layout; extract English-side content only."
h01,h01-extracted,unlawful_interference_direction_finding_4_2_to_4_3,h01_contingency_family,5674,5819,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§4.2-4.3 unlawful interference and direction-finding material. Bilingual layout; extract English-side content only.
h01,h01-extracted,voice_failure_air_ground_4_4_1,h01_communications_failure_family,5820,6022,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §4.4.1 air-ground voice communications failure. Bilingual layout; extract English-side content only.
h01,h01-extracted,voice_failure_ground_air_relay_4_4_2,h01_communications_failure_family,6023,6132,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §4.4.2 ground-air relay communication technique. Bilingual layout; extract English-side content only.
h01,h01-extracted,blocked_frequency_unauthorized_use_4_5_to_4_6,h01_contingency_communications_family,6133,6264,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§4.5-4.6 blocked frequency and unauthorized ATC frequency use. Bilingual layout; extract English-side content only.
h01,h01-extracted,minimum_fuel_transponder_emergency_4_7_to_4_8,h01_contingency_communications_family,6265,6418,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§4.7-4.8 minimum fuel/fuel emergency and emergency transponder codes. Bilingual layout; extract English-side content only.
h01,h01-extracted,controlled_aerodromes_ground_start_5_3_1_1_to_5_3_1_3,h01_controlled_aerodrome_phraseology_family,6822,6967,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.3.1.1-5.3.1.3 controlled-aerodrome ground time, towing, and start phraseology. Bilingual layout; extract English-side content only."
h01,h01-extracted,controlled_aerodromes_pushback_deice_5_3_1_4_to_5_3_1_5,h01_controlled_aerodrome_phraseology_family,6968,7107,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§5.3.1.4-5.3.1.5 pushback/powerback and de/anti-icing phraseology. Bilingual layout; extract English-side content only.
h01,h01-extracted,controlled_aerodromes_taxi_5_3_1_6_part1,h01_controlled_aerodrome_phraseology_family,7108,7275,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §5.3.1.6 taxi procedures, bounded part 1. Bilingual layout; extract English-side content only."
h01,h01-extracted,controlled_aerodromes_taxi_5_3_1_6_part2,h01_controlled_aerodrome_phraseology_family,7276,7463,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §5.3.1.6 taxi procedures, bounded part 2. Bilingual layout; extract English-side content only."
h01,h01-extracted,controlled_aerodromes_departure_instructions_5_3_1_7_to_5_3_1_8,h01_controlled_aerodrome_phraseology_family,7464,7592,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§5.3.1.7-5.3.1.8 departure instructions and runway entry. Bilingual layout; extract English-side content only.
h01,h01-extracted,controlled_aerodromes_conditional_takeoff_prep_5_3_1_9_to_5_3_1_11,h01_controlled_aerodrome_phraseology_family,7593,7735,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.3.1.9-5.3.1.11 conditional clearances, take-off preparation, and intersection take-off. Bilingual layout; extract English-side content only."
h01,h01-extracted,controlled_aerodromes_takeoff_5_3_1_12_to_5_3_1_13,h01_controlled_aerodrome_phraseology_family,7736,7857,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§5.3.1.12-5.3.1.13 take-off and helicopter departure phraseology. Bilingual layout; extract English-side content only.
h01,h01-extracted,controlled_aerodromes_airborne_entry_5_3_2_1_to_5_3_2_3,h01_controlled_aerodrome_phraseology_family,7858,8001,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.3.2.1-5.3.2.3 airborne, control-zone, and circuit-entry phraseology. Bilingual layout; extract English-side content only."
h01,h01-extracted,controlled_aerodromes_circuit_reports_5_3_2_4_to_5_3_2_6,h01_controlled_aerodrome_phraseology_family,8002,8114,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.3.2.4-5.3.2.6 circuit, delaying, and traffic-circuit reports. Bilingual layout; extract English-side content only."
h01,h01-extracted,controlled_aerodromes_landing_missed_5_3_2_7_to_5_3_2_11,h01_controlled_aerodrome_phraseology_family,8115,8265,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.3.2.7-5.3.2.11 touch-and-go, landing, helicopter landing, and missed approach phraseology. Bilingual layout; extract English-side content only."
h01,h01-extracted,controlled_aerodromes_after_landing_5_3_3,h01_controlled_aerodrome_family,8266,8358,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §5.3.3 controlled aerodrome after-landing and runway-vacating phraseology. Bilingual layout; extract English-side phraseology only.
h01,h01-extracted,uncontrolled_aerodromes_5_4,h01_uncontrolled_aerodrome_family,8359,8517,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §5.4 aerodromes without ATC: taxiing, IFR route clearances, departure, circuit intentions, leaving frequency, approach and landing. Bilingual layout; extract English-side phraseology only."
h01,h01-extracted,general_flight_handling_clearances_5_6_1,h01_general_flight_handling_family,9212,9395,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §5.6.1 general flight-handling phraseology for ATC clearances, clearance contents, issuance, relay, readback confirmation, and delayed clearance. Bilingual layout; extract English-side phraseology only."
h01,h01-extracted,general_transfer_callsign_holding_delay_5_6_2_to_5_6_5,h01_general_flight_handling_family,9396,9605,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.6.2-5.6.5 transfer of control/communications, call-sign changes, holding, and delay information. Bilingual layout; extract English-side phraseology only."
h01,h01-extracted,general_flight_plan_rmz_5_6_6_to_5_6_7,h01_general_flight_handling_family,9606,9715,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§5.6.6-5.6.7 flight plan and RMZ phraseology. Bilingual layout; extract English-side content only.
h01,h01-extracted,general_flight_rules_channel_5_6_8_to_5_6_9,h01_general_flight_handling_family,9716,9857,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§5.6.8-5.6.9 flight rules and 8.33 kHz channel-spacing phraseology. Bilingual layout; extract English-side content only.
h01,h01-extracted,general_traffic_information_5_6_10_1_to_5_6_10_3,h01_general_flight_handling_family,9858,10020,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§5.6.10.1-5.6.10.3 traffic information phraseology. Bilingual layout; extract English-side content only.
h01,h01-extracted,general_traffic_avoidance_5_6_10_4_to_5_6_10_6,h01_general_flight_handling_family,10021,10125,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §§5.6.10.4-5.6.10.6 traffic information with ATS surveillance and avoiding action. Bilingual layout; extract English-side content only.
h01,h01-extracted,general_position_reporting_5_6_11,h01_general_flight_handling_family,10126,10320,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §5.6.11 position-reporting phraseology for IFR/VFR, present position, specified-place reports, and omitted reports. Bilingual layout; extract English-side phraseology only."
h01,h01-extracted,general_levels_5_6_12,h01_general_flight_handling_family,10321,10445,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §5.6.12 level instructions. Bilingual layout; extract English-side content only.
h01,h01-extracted,general_level_changes_5_6_13,h01_general_flight_handling_family,10446,10617,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §5.6.13 level changes, reports, and rates. Bilingual layout; extract English-side content only."
h01,h01-extracted,general_speed_5_6_14,h01_general_flight_handling_family,10618,10725,operational_guidance,0,0,0,ready_to_ingest,AIC A 21/23 §5.6.14 speed phraseology. Bilingual layout; extract English-side content only.
h01,h01-extracted,general_warnings_df_intercept_misc_5_6_15_to_5_6_21,h01_general_flight_handling_family,10726,10907,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.6.15-5.6.21 controlled/other airspace warnings, direction finding, military escort/interception, banner/parachute drop, and aerobatics. Bilingual layout; extract English-side phraseology only."
h01,h01-extracted,contingency_comms_low_altitude_5_8_1_to_5_8_3,h01_phraseology_contingency_family,12001,12086,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.8.1-5.8.3 contingency phraseologies: general, aircraft communications failure, suspected loss of communication, and low altitude warning. Bilingual layout; extract English-side phraseology only."
h01,h01-extracted,contingency_emergency_descent_fuel_landing_gear_5_8_4_to_5_8_6,h01_phraseology_contingency_family,12087,12181,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.8.4-5.8.6 emergency descent, fuel dumping, and visual inspection of landing gear phraseology. Bilingual layout; extract English-side phraseology only."
h01,h01-extracted,contingency_misc_loss_position_blocked_runway_5_8_7_to_5_8_9,h01_phraseology_contingency_family,12182,12285,operational_guidance,0,0,0,ready_to_ingest,"AIC A 21/23 §§5.8.7-5.8.9 miscellaneous contingency, VFR loss of position, and blocked runway phraseology. Bilingual layout; extract English-side phraseology only."
icao4444,icao4444-extracted,atc_service_responsibility_4_1,icao4444_general_provisions_family,3027,3051,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §4.1: responsibility for area, approach, and aerodrome control service provision."
icao4444,icao4444-extracted,fis_alerting_responsibility_4_2,icao4444_general_provisions_family,3052,3070,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §4.2: responsibility for provision of flight information service and alerting service.
icao4444,icao4444-extracted,speed_control_methods_arrivals_sid_star_4_6_2_to_4_6_4,icao4444_speed_control_family,3475,3532,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§4.6.2-4.6.4: horizontal speed-control methods, descending/arriving aircraft, final-approach constraint, and SID/STAR speed restrictions."
icao4444,icao4444-extracted,vertical_speed_control_4_7,icao4444_vertical_speed_control_family,3533,3568,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §4.7: vertical speed control instructions, methods of application, inability to comply, and cancellation."
icao4444,icao4444-extracted,wake_turbulence_categories_4_9,icao4444_wake_turbulence_family,3588,3627,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §4.9: wake turbulence aircraft categories and HEAVY indication on initial radiotelephony contact.
icao4444,icao4444-extracted,altimeter_setting_4_10,icao4444_altimeter_family,3628,3722,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §4.10: expression of vertical position, transition level, and provision of QNH/QFE altimeter-setting information."
icao4444,icao4444-extracted,ads_c_position_reports_4_11_4_to_4_11_6,icao4444_position_reporting_family,3809,3890,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§4.11.4-4.11.6: ADS-C report transmission/content and ADS-B data-format note, completing the non-voice tail of §4.11."
icao4444,icao4444-extracted,controlled_traffic_separation_5_2,icao4444_separation_family,4213,4268,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §5.2: provisions for separation of controlled traffic, including larger minima in exceptional circumstances."
icao4444,icao4444-extracted,vertical_separation_5_3,icao4444_vertical_separation_family,4269,4352,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §5.3: vertical separation application, minima, and minimum cruising level."
icao4444,icao4444-extracted,horizontal_lateral_application_5_4_1_1,icao4444_horizontal_separation_family,4353,4571,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.4.1.1: horizontal/lateral separation application and navigation-performance considerations.
icao4444,icao4444-extracted,horizontal_lateral_criteria_nav_aids_5_4_1_2_1_to_5_4_1_2_1_2,icao4444_horizontal_separation_family,4572,4685,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§5.4.1.2.1-5.4.1.2.1.2: lateral separation criteria using geographic locations, NDB/VOR/GNSS, and intersecting tracks."
icao4444,icao4444-extracted,horizontal_lateral_criteria_rnav_parallel_5_4_1_2_1_3_to_5_4_1_2_1_6,icao4444_horizontal_separation_family,4686,4785,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§5.4.1.2.1.3-5.4.1.2.1.6: lateral separation with navigation aids, instrument procedures, RNAV/RNP, and parallel tracks."
icao4444,icao4444-extracted,horizontal_lateral_criteria_intersecting_transition_5_4_1_2_1_7_to_5_4_1_2_1_10,icao4444_horizontal_separation_family,4786,4921,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §§5.4.1.2.1.7-5.4.1.2.1.10: lateral separation on intersecting tracks and transition into greater minima.
icao4444,icao4444-extracted,longitudinal_application_5_4_2_1,icao4444_horizontal_separation_family,4922,5002,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §5.4.2.1: longitudinal separation application, speed control, same/reciprocal/crossing tracks, and voice/CPDLC/ADS-C report basis."
