manifest_file,document_id,document_title,source_path,section_id,family_id,start_line,end_line,line_span,notes
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,departing_aircraft_7_9,icao4444_departing_aircraft_family,9031,9110,80,"§7.9 Control of Departing Aircraft: §7.9.1 Departure sequence (with priority factors a-f), §7.9.2 Separation of departing aircraft (the 'crossed end of runway / started a turn' rule), §7.9.3.1-7.9.3.5 Take-off clearance (timing, ATC clearance prerequisite, TAKE-OFF phraseology rule, 'immediate take-off' clearance). Includes inline Note text and figure-layout artifacts."
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,arriving_aircraft_7_10,icao4444_arriving_aircraft_family,9122,9166,45,"§7.10 Control of Arriving Aircraft: §7.10.1 Separation of landing aircraft (mirrors §7.9.2), §7.10.2 Clearance to land timing/runway-designator rule, §7.10.3 Landing and roll-out manoeuvres (a-d list of optional instructions, HEAVY aircraft constraint, vacate-report rule)."
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,speed_control_4_6_1,icao4444_speed_control_family,3431,3473,43,"§4.6.1 General Horizontal Speed Control Instructions: §4.6.1.1-7. Speed-control issuance, persistence-on-pilot-side, holding-pattern exclusion, frequency-of-changes, comply-or-inform, Mach/IAS units convention, cancellation rule. Includes inline Notes about fuel/configuration considerations."
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,wake_turbulence_5_8,icao4444_wake_turbulence_family,6487,6584,98,"§5.8.1-5.8.4 Wake turbulence longitudinal separation minima: §5.8.1 Applicability, §5.8.2 Arriving aircraft, §5.8.3 Departing aircraft (parallel/displaced/opposite-direction scenarios), §5.8.4 Displaced landing threshold. Heavy regulatory text with category tables."
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,reduced_runway_7_11,icao4444_reduced_runway_family,9175,9245,71,"§7.11.1-7.11.6 Reduced runway separation minima between aircraft using the same runway: safety-assessment prerequisite, hours-of-daylight constraint, aircraft classification, departing-vs-landing exclusion, conditional preconditions list."
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,aerodrome_traffic_7_6,icao4444_aerodrome_traffic_family,8716,8810,95,"§7.6.1-7.6.3.1.1 Control of Aerodrome Traffic: §7.6.1 General clarity-of-instructions duty, §7.6.2 Designated positions of aircraft (positions 1-6 with associated controller actions), §7.6.3.1 Traffic on the manoeuvring area, §7.6.3.1.1 Taxi clearance content rules. Includes inline figure-layout artifacts."
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,position_reporting_voice_4_11_1_to_4_11_3,icao4444_clearance_comms_contract_family,3723,3808,86,"ICAO Doc 4444 §§4.11.1-4.11.3: position-report timing, voice-report contents, and initial call content after channel change. Hardened in clearance_comms_2026-04-30."
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,systems_equipment_failure_4_14,icao4444_clearance_comms_contract_family,4116,4120,5,"ICAO Doc 4444 §4.14: ATC unit reporting of communication, navigation, surveillance, or other safety-significant system failures. Hardened in clearance_comms_2026-04-30."
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,phraseology_transfer_frequency_12_3_1_4,icao4444_clearance_comms_phraseology_family,13784,13833,50,ICAO Doc 4444 §12.3.1.4: transfer of control/frequency-change phraseologies. Manifest authority ceiling is operational_guidance because this seam uses the window as phraseology support. Hardened in clearance_comms_2026-04-30.
research/tools/requirements-spike/documents/icao4444.json,icao4444-extracted,ICAO Doc 4444 PANS-ATM (Procedures for Air Navigation Services - Air Traffic Management),research/txt/icao4444-extracted.txt,phraseology_clearance_issuance_12_3_2_1,icao4444_clearance_comms_phraseology_family,14257,14293,37,ICAO Doc 4444 §12.3.2.1: clearance issuance and reclearance phraseologies. Manifest authority ceiling is operational_guidance because this seam uses the window as phraseology support. Hardened in clearance_comms_2026-04-30.
research/tools/requirements-spike/documents/icao9432.json,icao9432-extracted,ICAO Doc 9432 — Manual of Radiotelephony,research/txt/icao9432-extracted.txt,readback_2_8_3_en,icao9432_readback_family,3903,3950,48,"§2.8.3 Issue of clearance and read-back requirements, English-language portion only (the section repeats in Polish translation immediately after, lines 3952+, which we exclude here)."
research/tools/requirements-spike/documents/icao9432.json,icao9432-extracted,ICAO Doc 9432 — Manual of Radiotelephony,research/txt/icao9432-extracted.txt,communications_2_8_1_en,icao9432_communications_family,3642,3697,56,"§2.8.1 Establishment and continuation of communications, English-language portion only (the Polish translation begins at line 3699). Initial-contact rules, callsign abbreviations, transfer-of-frequency procedures."
research/tools/requirements-spike/documents/icao9432.json,icao9432-extracted,ICAO Doc 9432 — Manual of Radiotelephony,research/txt/icao9432-extracted.txt,transfer_communications_2_8_2_en,icao9432_clearance_comms_phraseology_family,3830,3855,26,ICAO Doc 9432 §2.8.2 English-only transfer-of-communications guidance and examples. Polish translation begins after this window. Hardened in clearance_comms_2026-04-30.
research/tools/requirements-spike/documents/icao9432.json,icao9432-extracted,ICAO Doc 9432 — Manual of Radiotelephony,research/txt/icao9432-extracted.txt,taxi_4_4_en,icao9432_taxi_family,4917,5139,223,"§4.4 Taxi Instructions, English portion. Comprehensive operational phraseology section: taxi-clearance content, runway-crossing, hold-short instructions, aircraft-stand procedures, with extensive RTF dialogue examples interleaved with rule prose."
research/tools/requirements-spike/documents/safetysense22.json,safetysense22-extracted,UK CAA SafetySense Leaflet 02 — Radiotelephony,research/txt/safetysense22-extracted.txt,readbacks,safetysense22_readback_family,485,552,68,"Readbacks section. Best-practice prose with a numbered list (1-15) of items requiring readback, each item laid out across two lines (number on its own line, item text following) due to two-column extraction."
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,readback_8015_e,sera_readback_family,2023,2037,15,SERA.8015(e) Read-back of clearances and safety-related information. Compact regulatory text: four numbered sub-paragraphs (1)-(4) with the always-read-back list (i)-(iv) nested under (1).
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,atc_service_8005,sera_atc_service_family,1934,1973,40,SERA.8005 Operation of air traffic control service. Three top-level paragraphs (a/b/c): (a) what an ATC unit shall do (4 numbered duties); (b) which classes of flight separation must be provided between (5 numbered cases plus exception); (c) separation methods (vertical / horizontal with sub-cases). Clean clause hierarchy.
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,separation_minima_8010,sera_separation_minima_family,1974,1984,11,SERA.8010 Separation minima. Compact: (a) ANSP selects minima; (b) coordination between neighbouring airspaces; (c) notification of minima to ATS units and pilots.
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,clearances_8015_a_d,sera_clearances_family,1985,2022,38,"SERA.8015 Air traffic control clearances paragraphs (a)-(d): (a) basis of clearances, (b) operation subject to clearance with sub-numbered cases, (c) potential reclearance, (d) contents of clearances (5 numbered fields). The (e) readback paragraph already covered separately as readback_8015_e."
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,clearance_coordination_8015_f,sera_clearance_comms_contract_family,2038,2071,34,"SERA.8015(f) Coordination of clearances: route coverage, downstream clearances, and controlled-airspace scope. Hardened in clearance_comms_2026-04-30."
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,adherence_flight_plan_8020,sera_clearance_comms_contract_family,2072,2129,58,"SERA.8020 Adherence to flight plan: controlled-flight adherence, amended clearance, emergency deviation, and requested change content. Hardened in clearance_comms_2026-04-30."
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,position_reports_8025,sera_clearance_comms_contract_family,2130,2138,9,SERA.8025 Position reports: controlled-flight reporting duty and data-link exception. Hardened in clearance_comms_2026-04-30.
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,termination_control_8030,sera_clearance_comms_contract_family,2139,2141,3,SERA.8030 Termination of control: duty to advise ATC when no longer subject to ATC service. Hardened in clearance_comms_2026-04-30.
research/tools/requirements-spike/documents/sera.json,sera-923-2012-extracted,"SERA — Standardised European Rules of the Air, Regulation (EU) 923/2012",research/txt/sera-923-2012-extracted.txt,communications_8035,sera_clearance_comms_contract_family,2142,2160,19,"SERA.8035 Communications: continuous voice watch, two-way communication as necessary, CPDLC persistence, and comms-failure reference. Hardened in clearance_comms_2026-04-30."
research/tools/requirements-spike/documents/slovenia-vfr.json,slovenia-vfr-extracted,Slovenia VFR Phraseology Guide,research/txt/slovenia-vfr-extracted.txt,readback,slovenia_vfr_readback_family,524,565,42,"Read-back / Items / Wilco / Acknowledgement-by-call-sign / Transmitting-technique sub-sections. Best-practice prose with bullet list of items requiring readback, mostly mirroring CAP 413 / EGAST shape."
