sampleId,sampleKind,bucket,documentId,sectionId,canonicalId,lifecycleState,authorityClass,modality,requirementKind,testability,verificationMode,riskTags,claimText,exactSourceQuotes,curationAction,reviewVerdict,errorType,severity,reviewerNotes
R011,record,candidates,icao4444-extracted,arriving_aircraft_7_10,icao4444-extracted::arriving_aircraft_7_10::b74da3c290fac10d,accepted,background_support,note,definition,review_only,review_only,curated;judge_demoted;nested_conditions;support_only,"Wake turbulence categories of aircraft and longitudinal separation minima are contained in Chapter 4, Section 4.9 and Chapter 5, Section 5.8, respectively.","Note 2.— Wake turbulence categories of aircraft and longitudinal separation minima are contained in Chapter 4, Section 4.9 and Chapter 5, Section 5.8, respectively.",promote,correct,,,Correct background cross-reference.
R012,record,candidates,icao4444-extracted,departing_aircraft_7_9,icao4444-extracted::departing_aircraft_7_9::6ed1fb7ae6420569,accepted,background_support,note,background_support,review_only,review_only,curated;nested_conditions;support_only;table_or_figure,"For aircraft subject to ATFM requirements, it is the responsibility of the pilot and the operator to ensure that the aircraft is ready to taxi in time to meet any required departure time.","Note 2.— For aircraft subject to ATFM requirements, it is the responsibility of the pilot and the operator to ensure that the aircraft is ready to taxi in time to meet any required departure time, bearing in mind that once a departure sequence is established on the taxiway system, it can be difficult, and sometimes impossible, to change the order.",manual_metadata_repair,correct,,,Correct background support after RR-13 metadata repair.
R013,record,rejected,icao4444-extracted,readback_4_5_7_5,icao4444-extracted::readback_4_5_7_5::1cc502e99b33ace6,rejected,authoritative_requirement,shall,rule,sim_executable,deterministic_test,curated;curation_reject;executable_or_partial;judge_demoted;nested_conditions;non_accepted;parent_child,The flight crew shall read back to the air traffic controller safety-related parts of ATC clearances and instructions which are transmitted by voice.,The flight crew shall read back to the air traffic controller safety-related parts of ATC clearances and instructions which are transmitted by voice.,reject,correct,,,Correct lifecycle: non-standalone readback parent is covered by accepted child obligations.
R014,record,candidates,icao4444-extracted,readback_4_5_7_5,icao4444-extracted::readback_4_5_7_5::80a171af98372544,accepted,background_support,note,definition,review_only,review_only,curated;judge_demoted;nested_conditions;parent_child;support_only,"The procedures and provisions relating to the exchange and acknowledgement of CPDLC messages are contained in Annex 10, Volume II and the PANS-ATM, Chapter 14.","Note.— The procedures and provisions relating to the exchange and acknowledgement of CPDLC messages are contained in Annex 10, Volume II and the PANS-ATM, Chapter 14.",promote,correct,,,Correct CPDLC cross-reference note.
R015,record,candidates,icao4444-extracted,reduced_runway_7_11,icao4444-extracted::reduced_runway_7_11::178b6b27f3c6c039,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,curated;executable_or_partial;nested_conditions,The tailwind component shall not exceed 5 kt when applying reduced runway separation minima.,"Reduced runway separation minima shall be subject to the following conditions:
---
tailwind component shall not exceed 5 kt;",manual_quote_context_repair,correct,,,Correct: condition heading plus tailwind item support the claim.
R016,record,candidates,icao4444-extracted,speed_control_4_6_1,icao4444-extracted::speed_control_4_6_1::5b64dff0f7a93bf6,accepted,operational_guidance,should,phraseology_rule,partially_executable,exploratory_probe,challenger_overridden;curated;executable_or_partial;judge_demoted,"At levels at or above 7 600 m (FL 250), speed adjustments should be expressed in multiples of 0.01 Mach.","At levels at or above 7 600 m (FL 250), speed adjustments should be expressed in multiples of 0.01 Mach",promote,correct,,,Correct speed-phraseology guidance.
R017,record,candidates,icao4444-extracted,speed_control_4_6_1,icao4444-extracted::speed_control_4_6_1::8357e703f52d70a6,accepted,background_support,note,performance_limitation_note,review_only,review_only,curated;judge_demoted;support_only,"When an aircraft is heavily loaded and at a high level, its ability to change speed may, in cases, be very limited.","When an aircraft is heavily loaded and at a high level, its ability to change speed may, in cases, be very limited.",promote_with_corrections,correct,,,Correct background performance limitation note.
R018,record,candidates,icao4444-extracted,transfer_4_3_2_1,icao4444-extracted::transfer_4_3_2_1::86dd6fa9b1c3d453,accepted,authoritative_requirement,shall,workflow_constraint,partially_executable,property_or_family_test,curated;executable_or_partial;manual_split;nested_conditions;parent_child,"Control of an arriving aircraft shall be transferred from the unit providing approach control service to the unit providing aerodrome control service when the aircraft satisfies one of the conditions listed in ICAO Doc 4444 section 4.3.2.1.1, as specified in letters of agreement or ATS unit instructions.","4.3.2.1.1 Arriving aircraft. Control of an arriving aircraft shall be transferred from the unit providing approach
control service to the unit providing aerodrome control service when the aircraft:
a)

is in the vicinity of the aerodrome, and
1) it is considered that approach and landing will be completed in visual reference to the ground, or
2) has reached uninterrupted visual meteorological conditions, or

b) is at a prescribed point or level, or
c)

has landed,

as specified in letters of agreement or ATS unit instructions.",manual_split_accept,correct,,,Correct bundled transfer-family record; child alternatives are preserved in the source quote.
R019,record,rejected,icao4444-extracted,transfer_4_3_2_1,icao4444-extracted::transfer_4_3_2_1::98068c7af46e0390,rejected,authoritative_requirement,shall,rule,partially_executable,property_or_family_test,curated;curation_reject;executable_or_partial;judge_demoted;nested_conditions;non_accepted;parent_child;quote_audit_fail,"Control of a departing aircraft shall be transferred from the unit providing aerodrome control service to the unit providing approach control service when instrument meteorological conditions prevail at the aerodrome, as specified in letters of agreement or local instructions.",Control of a departing aircraft shall be transferred from the unit providing aerodrome control service to the unit providing approach control service: b) when instrument meteorological conditions prevail at the aerodrome... as specified in letters of agreement or local instructions.,reject,correct,,,Correct lifecycle: source-supported but malformed quote/incomplete child candidate remains rejected; accepted departing-transfer bundle covers the branch.
R020,record,candidates,icao4444-extracted,transfer_4_3_2_1,icao4444-extracted::transfer_4_3_2_1::f0cb8347ee5a5ea9,accepted,background_support,note,operational_exception,review_only,review_only,curated;judge_demoted;nested_conditions;parent_child;support_only,"Control of certain flights may be transferred directly from an ACC to an aerodrome control tower and vice versa, by prior arrangement between the units concerned for the relevant part of approach control service to be provided by the ACC or the aerodrome control tower, as applicable.","Even though there is an approach control unit, control of certain flights may be transferred directly from an ACC to an aerodrome control tower and vice versa, by prior arrangement between the units concerned for the relevant part of approach control service to be provided by the ACC or the aerodrome control tower, as applicable.",promote_with_corrections,correct,,,Correct background operational exception.
R021,record,candidates,icao4444-extracted,wake_turbulence_5_8,icao4444-extracted::wake_turbulence_5_8::d196eeff6310db45,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,curated;executable_or_partial;table_or_figure,A separation minimum of 3 minutes shall be applied between a LIGHT or MEDIUM aircraft when taking off behind a HEAVY aircraft or a LIGHT aircraft when taking off behind a MEDIUM aircraft from an intermediate part of a parallel runway separated by less than 760 m (2 500 ft).,"A separation minimum of 3 minutes shall be applied between a LIGHT or MEDIUM aircraft when taking off behind a HEAVY aircraft or a LIGHT aircraft when taking off behind a MEDIUM aircraft from:
---
b) an intermediate part of a parallel runway separated by less than 760 m (2 500 ft).",manual_corrected_replacement_accept,correct,,,Correct: parent minimum plus item b support the 3-minute intermediate parallel-runway claim.
R022,record,candidates,icao9432-extracted,communications_2_8_1_en,icao9432-extracted::communications_2_8_1_en::0a964f42b6100596,accepted,operational_guidance,shall,rule,review_only,review_only,challenger_overridden;curated;judge_demoted,"If there is doubt that a message has been correctly received, a repetition of the messages shall be requested either in full or in part.","If there is doubt that a message has been correctly received, a repetition of the messages shall be requested either in full or in part.",promote,correct,,,Correct communications guidance.
R023,record,candidates,icao9432-extracted,taxi_4_4_en,icao9432-extracted::taxi_4_4_en::03985c8e2cf3f473,accepted,operational_guidance,may,rule,partially_executable,property_or_family_test,curated;dialogue_examples;executable_or_partial;judge_demoted,The clearance limit for departing aircraft may be any other position on the aerodrome depending on prevailing traffic circumstances.,but it may be any other position on the aerodrome depending on the prevailing traffic circumstances,promote,correct,,,Correct taxi-clearance-limit guidance.
R024,record,rejected,icao9432-extracted,taxi_4_4_en,icao9432-extracted::taxi_4_4_en::453f27d271407f98,rejected,operational_guidance,shall,workflow_constraint,partially_executable,property_or_family_test,curated;dialogue_examples;executable_or_partial;judge_demoted;non_accepted,"After completion of pushback, ground staff shall provide a visual signal to the pilot indicating no objections to commencing taxiing.","Po zakończeniu wypychania obsługa naziemna podaje pilotowi sygnał wzrokowy informujący, że nie ma przeciwwskazań do rozpoczęcia kołowania",manual_section_contamination_reject,correct,,,Correct lifecycle: rejected as Polish pushback contamination outside the English taxi slice.
R025,record,rejected,icao9432-extracted,taxi_4_4_en,icao9432-extracted::taxi_4_4_en::9b3186528c0a6e32,rejected,operational_guidance,should,phraseology_rule,review_only,review_only,curated;dialogue_examples;judge_demoted;non_accepted,"If the pilot intends to interrupt the pushback maneuver, they should use the expression 'przerwij wypychanie'.","Jeżeli pilot zamierza przerwać manewr wypychania, powinien użyć wyrażenia: „przerwij wypychanie”",manual_section_contamination_reject,correct,,,Correct lifecycle: rejected as Polish pushback contamination outside the English taxi slice.
R026,record,candidates,safetysense22-extracted,readbacks,safetysense22-extracted::readbacks::0dfd75aad80a651f,accepted,best_practice,must,rule,sim_executable,deterministic_test,curated;executable_or_partial;local_or_best_practice;nested_conditions,"Clearance to enter, backtrack, cross, or hold short of an active runway must be read back in their entirety.","The following items must be read back in their entirety if addressed to you in a transmission from an ATSU:
---
9. Clearance to enter, backtrack, cross, or hold short of an active runway",manual_quote_context_repair,correct,,,Correct: parent SafetySense readback heading plus item text support the claim.
R027,record,rejected,safetysense22-extracted,readbacks,safetysense22-extracted::readbacks::9b6c62502e773767,rejected,best_practice,must,rule,partially_executable,property_or_family_test,curated;curation_reject;executable_or_partial;judge_demoted;local_or_best_practice;nested_conditions;non_accepted,The following items must be read back in their entirety if addressed to you in a transmission from an ATSU:,The following items must be read back in their entirety if addressed to you in a transmission from an ATSU:,reject,correct,,,Correct lifecycle: redundant SafetySense parent list heading is rejected while item-level facts are accepted.
R028,record,candidates,sera-923-2012-extracted,atc_service_8005,sera-923-2012-extracted::atc_service_8005::dd09fb0eb790d595,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,challenger_overridden;curated;executable_or_partial;judge_demoted;nested_conditions,"Separation by an air traffic control unit shall be obtained by horizontal separation, specifically longitudinal separation, by maintaining an interval between aircraft operating along the same, converging or reciprocal tracks, expressed in time or distance.","(c) Except for cases when a reduction in separation minima in the vicinity of aerodromes can be applied, separation by an air traffic control unit shall be obtained by at least one of the following:
---
(2) horizontal separation, obtained by providing:
---
(i) longitudinal separation, by maintaining an interval between aircraft operating along the same, converging or reciprocal tracks, expressed in time or distance; or",promote,correct,,,Correct: parent separation-method clause plus longitudinal item support the claim.
R029,record,candidates,sera-923-2012-extracted,clearances_8015_a_d,sera-923-2012-extracted::clearances_8015_a_d::9285a92b423c68d6,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,challenger_overridden;executable_or_partial;nested_conditions,An air traffic control clearance shall indicate aircraft identification as shown in the flight plan.,"An air traffic control clearance shall indicate:
---
(1) aircraft identification as shown in the flight plan;",,correct,,,Correct clearance-content item.
R030,record,candidates,sera-923-2012-extracted,readback_8015_e,sera-923-2012-extracted::readback_8015_e::c86e7463f898e278,accepted,authoritative_requirement,shall,rule,sim_executable,deterministic_test,curated;executable_or_partial;nested_conditions,ATC route clearances shall always be read back.,"(1) The flight crew shall read back to the air traffic controller safety-related parts of ATC clearances and instructions which are transmitted by voice. The following items shall always be read back:
---
(i) ATC route clearances;",manual_quote_context_repair,correct,,,Correct: SERA readback parent plus item text support the claim.
R031,record,candidates,sera-923-2012-extracted,separation_minima_8010,sera-923-2012-extracted::separation_minima_8010::14871d3b19e91d53,accepted,authoritative_requirement,shall,rule,deterministic_test,deterministic_test,curated;judge_demoted,"Details of the selected separation minima and of their areas of application shall be notified to pilots and aircraft operators through aeronautical information publications, where separation is based on the use by aircraft of specified navigation aids or specified navigation techniques.","(c) Details of the selected separation minima and of their areas of application shall be notified:
---
(2) to pilots and aircraft operators through aeronautical information publications, where separation is based on the use by aircraft of specified navigation aids or specified navigation techniques.",promote,correct,,,Correct SERA.8010 notification requirement.
R032,record,candidates,slovenia-vfr-extracted,readback,slovenia-vfr-extracted::readback::a9ad75de93e0b18a,accepted,background_support,note,definition,review_only,review_only,curated;local_or_best_practice;nested_conditions;support_only,′WILCO′ means ′I understand your message and will comply with it′.,′WILCO′ means ′I understand your message and will comply with it′.,manual_corrected_replacement_accept,correct,,,Correct WILCO definition/background record.
